transaction_id,date,time,day_of_week,fraud_type,fraud_lure,amount_inr,upi_app,transaction_type,sender_upi_id,receiver_upi_id,linked_bank,victim_state,victim_age_group,victim_gender,victim_occupation,device_type,first_time_upi_user,pin_otp_shared,report_delay,reported_to_cybercrime_portal,recovery_status,is_fraud
TXN824817671838,17-04-2023,16:37:26,Monday,Money Mule,Investment Scheme,3050,Paytm,P2M,acct2314@ibl,mb1514@okicici,SBI,Telangana,26-35,Male,Self-employed/Business,Android,No,No,6-24 hours,Yes,Not Recovered,1
TXN191339663037,30-12-2024,00:36:01,Monday,Vishing,Delivery Agent Scam,1450,Google Pay,P2P,acct2389@ibl,mb2859@okaxis,Yes Bank,Uttar Pradesh,18-25,Female,Self-employed/Business,iOS,Yes,Yes,1-6 hours,No,Fully Recovered,1
TXN218820004286,10-08-2023,19:06:15,Thursday,Phishing,Loan Offer,2650,PhonePe,P2M,mb2998@okaxis,pay4268@okhdfcbank,HDFC Bank,Tamil Nadu,26-35,Male,Salaried Employee,Feature Phone,No,Yes,6-24 hours,No,Under Investigation,1
TXN654845040247,08-10-2023,07:05:00,Sunday,QR Code Swap,Prize/Lottery Win,6700,Google Pay,P2M,user2303@okicici,pay5313@okicici,Other,Karnataka,18-25,Male,Salaried Employee,Android,Yes,No,1-6 hours,No,Not Recovered,1
TXN851482435008,07-10-2024,15:12:44,Monday,Phishing,Electricity Bill Disconnection,13100,PhonePe,P2M,txn5611@okicici,user2009@okhdfcbank,Punjab National Bank,Telangana,26-35,Female,Salaried Employee,Android,Yes,Yes,1-6 hours,No,Partially Recovered,1
TXN595291608392,18-08-2024,11:46:03,Sunday,Fake Collect Request,Refund Processing,11300,BHIM,P2M,txn8871@ibl,acct5919@paytm,Kotak Mahindra Bank,Andhra Pradesh,56-65,Male,Homemaker,Feature Phone,No,No,6-24 hours,No,Under Investigation,1
TXN517972144791,15-02-2024,15:47:12,Thursday,Vishing,Digital Arrest Threat,1900,Paytm,Collect Request,pay7544@ibl,user8116@okicici,ICICI Bank,Uttar Pradesh,36-45,Male,Self-employed/Business,iOS,Yes,Yes,< 1 hour,Yes,Partially Recovered,1
TXN173469759984,02-09-2023,15:11:13,Saturday,Phishing,Investment Scheme,2600,PhonePe,Collect Request,txn8810@ybl,pay4852@apl,HDFC Bank,Maharashtra,26-35,Male,Student,Android,Yes,Yes,6-24 hours,No,Not Recovered,1
TXN328690300453,19-08-2024,19:26:31,Monday,Phishing,Job Offer/Part-time Work,2650,Google Pay,P2M,txn4824@ibl,acct5596@apl,HDFC Bank,Uttar Pradesh,26-35,Female,Homemaker,Android,Yes,Yes,< 1 hour,Yes,Not Recovered,1
TXN639143961424,14-03-2024,15:21:44,Thursday,Phishing,Delivery Agent Scam,1150,Google Pay,P2M,acct5358@okhdfcbank,acct7382@oksbi,HDFC Bank,Madhya Pradesh,36-45,Female,Daily Wage Worker,Android,Yes,Yes,1-6 hours,Yes,Fully Recovered,1
TXN763991581013,08-01-2024,17:23:54,Monday,SIM Swap,Refund Processing,6850,PhonePe,P2P,user5843@okaxis,pay9577@apl,HDFC Bank,Andhra Pradesh,26-35,Female,Student,Feature Phone,No,No,6-24 hours,No,Partially Recovered,1
TXN599391103461,15-01-2024,10:24:27,Monday,OTP Sharing,KYC Update Required,34750,Google Pay,P2M,txn4240@paytm,txn3668@okicici,ICICI Bank,Maharashtra,18-25,Male,Salaried Employee,Feature Phone,No,Yes,6-24 hours,No,Not Recovered,1
TXN162327312864,25-02-2024,22:07:03,Sunday,Fake UPI App,Refund Processing,8000,PhonePe,P2P,pay9137@okhdfcbank,user3292@okicici,SBI,Telangana,46-55,Male,Homemaker,Android,Yes,No,6-24 hours,No,Not Recovered,1
TXN350228036034,14-07-2023,14:45:15,Friday,Phishing,Job Offer/Part-time Work,3450,PhonePe,P2M,pay1925@apl,user1859@oksbi,Punjab National Bank,Uttar Pradesh,26-35,Female,Salaried Employee,Android,Yes,No,1-3 days,Yes,Partially Recovered,1
TXN482282808566,03-08-2024,05:14:48,Saturday,Vishing,Delivery Agent Scam,800,Google Pay,P2P,user7031@apl,pay7507@oksbi,ICICI Bank,Delhi,26-35,Female,Homemaker,Android,Yes,Yes,6-24 hours,No,Not Recovered,1
TXN545688827887,03-09-2023,14:58:40,Sunday,SIM Swap,Prize/Lottery Win,4300,Google Pay,P2P,pay4028@okhdfcbank,user7348@okhdfcbank,IndusInd Bank,Uttar Pradesh,26-35,Female,Student,Android,No,No,6-24 hours,No,Not Recovered,1
TXN646347124701,28-10-2023,09:36:47,Saturday,SIM Swap,Prize/Lottery Win,21050,PhonePe,P2M,acct6363@paytm,acct3707@paytm,IndusInd Bank,Telangana,36-45,Male,Salaried Employee,iOS,No,No,< 1 hour,No,Not Recovered,1
TXN308932000332,04-08-2024,15:18:50,Sunday,Money Mule,KYC Update Required,33150,PhonePe,P2P,acct7108@okhdfcbank,txn7840@okaxis,HDFC Bank,Karnataka,18-25,Male,Self-employed/Business,Android,Yes,No,6-24 hours,Yes,Under Investigation,1
TXN626405067331,30-01-2024,18:57:07,Tuesday,Vishing,Impersonation of Known Person,2850,Google Pay,Collect Request,user3511@oksbi,user7513@axl,SBI,Telangana,36-45,Female,Homemaker,Android,Yes,Yes,6-24 hours,No,Fully Recovered,1
TXN150037151638,01-05-2023,05:27:53,Monday,QR Code Swap,Refund Processing,550,Google Pay,P2P,mb8132@apl,acct4793@okaxis,ICICI Bank,Tamil Nadu,18-25,Male,Salaried Employee,iOS,Yes,No,1-6 hours,Yes,Fully Recovered,1
TXN644985948120,19-01-2024,12:38:23,Friday,QR Code Swap,Electricity Bill Disconnection,6350,Google Pay,P2P,mb7681@ibl,acct2416@ybl,ICICI Bank,Uttar Pradesh,56-65,Female,Self-employed/Business,Android,No,No,> 7 days,Yes,Partially Recovered,1
TXN863751208644,19-08-2023,11:22:41,Saturday,QR Code Swap,Prize/Lottery Win,24100,Paytm,Collect Request,acct2339@axl,user9214@apl,HDFC Bank,Andhra Pradesh,56-65,Male,Homemaker,Android,No,No,1-3 days,No,Not Recovered,1
TXN345270234753,13-05-2023,14:36:00,Saturday,Vishing,Delivery Agent Scam,6350,PhonePe,P2P,acct3551@oksbi,user9265@okhdfcbank,HDFC Bank,Gujarat,46-55,Female,Student,Feature Phone,Yes,No,1-3 days,Yes,Not Recovered,1
TXN494900229484,20-08-2024,08:04:44,Tuesday,Remote Access Scam,KYC Update Required,3650,BHIM,P2P,acct1173@ybl,txn7352@ibl,HDFC Bank,Maharashtra,26-35,Female,Retired,Android,Yes,No,6-24 hours,Yes,Not Recovered,1
TXN516729201130,31-10-2023,11:39:37,Tuesday,Social Engineering,Loan Offer,9850,PhonePe,P2P,user8986@okhdfcbank,acct5131@apl,Yes Bank,Karnataka,36-45,Male,Student,Android,Yes,No,< 1 hour,No,Not Recovered,1
TXN587505822916,04-07-2023,07:46:53,Tuesday,OTP Sharing,Job Offer/Part-time Work,39900,PhonePe,P2P,user9225@okicici,acct5501@axl,Bank of Baroda,Uttar Pradesh,26-35,Female,Student,Android,No,Yes,< 1 hour,No,Not Recovered,1
TXN946867184268,30-09-2024,16:03:16,Monday,Fake Collect Request,Customer Care Impersonation,18050,PhonePe,P2M,acct1718@ybl,pay4660@ibl,Bank of Baroda,Telangana,26-35,Female,Salaried Employee,Feature Phone,No,No,6-24 hours,Yes,Not Recovered,1
TXN405086717756,28-02-2025,15:31:14,Friday,OTP Sharing,KYC Update Required,24950,BHIM,P2M,acct7918@okhdfcbank,user2429@ybl,ICICI Bank,Karnataka,18-25,Male,Self-employed/Business,iOS,Yes,Yes,6-24 hours,Yes,Fully Recovered,1
TXN427050537850,09-02-2025,12:25:32,Sunday,Social Engineering,Digital Arrest Threat,29500,Google Pay,P2P,pay7401@okaxis,txn1982@apl,HDFC Bank,Telangana,18-25,Female,Salaried Employee,Android,Yes,Yes,1-3 days,Yes,Not Recovered,1
TXN662030167406,13-04-2023,08:42:17,Thursday,Fake Collect Request,Customer Care Impersonation,800,PhonePe,P2M,pay2114@paytm,mb2189@okicici,SBI,Maharashtra,26-35,Male,Student,Android,No,No,6-24 hours,Yes,Partially Recovered,1
TXN971660983787,09-12-2023,16:26:53,Saturday,Fake Collect Request,Prize/Lottery Win,67200,PhonePe,P2P,mb7660@okicici,pay9540@ybl,Bank of Baroda,Uttar Pradesh,46-55,Male,Self-employed/Business,Android,Yes,No,1-3 days,No,Not Recovered,1
TXN523001826409,22-08-2024,18:27:38,Thursday,Phishing,Refund Processing,650,PhonePe,P2P,mb3248@paytm,txn2490@paytm,Punjab National Bank,Gujarat,46-55,Female,Self-employed/Business,Feature Phone,No,Yes,1-3 days,No,Not Recovered,1
TXN942622559053,16-03-2024,14:39:40,Saturday,Phishing,Prize/Lottery Win,7200,Paytm,P2P,mb3281@ybl,pay6922@apl,SBI,Punjab,36-45,Male,Salaried Employee,Feature Phone,Yes,Yes,1-6 hours,Yes,Not Recovered,1
TXN260380089368,18-10-2024,11:51:29,Friday,Fake Collect Request,Refund Processing,2000,Google Pay,P2M,txn2180@ybl,user7169@apl,IndusInd Bank,Gujarat,26-35,Male,Self-employed/Business,iOS,Yes,No,1-6 hours,No,Not Recovered,1
TXN983733005202,07-05-2024,00:12:51,Tuesday,Social Engineering,Refund Processing,39900,Google Pay,P2P,user1672@okhdfcbank,txn2760@apl,Other,Bihar,36-45,Female,Self-employed/Business,Android,Yes,Yes,< 1 hour,Yes,Not Recovered,1
TXN705688975688,30-09-2024,10:50:06,Monday,Social Engineering,Loan Offer,6700,PhonePe,Collect Request,mb6189@oksbi,pay7279@oksbi,HDFC Bank,Karnataka,36-45,Male,Salaried Employee,Android,Yes,Yes,6-24 hours,No,Partially Recovered,1
TXN524555754325,06-10-2024,16:10:05,Sunday,Fake Collect Request,Electricity Bill Disconnection,7200,PhonePe,P2P,acct4496@oksbi,user2343@axl,IndusInd Bank,West Bengal,18-25,Male,Salaried Employee,Feature Phone,No,No,< 1 hour,Yes,Not Recovered,1
TXN850326186045,30-03-2025,13:09:47,Sunday,Social Engineering,Delivery Agent Scam,49600,Paytm,P2M,acct3758@axl,pay4570@ibl,Axis Bank,Uttar Pradesh,36-45,Male,Self-employed/Business,Android,Yes,Yes,6-24 hours,No,Partially Recovered,1
TXN381051331226,27-03-2024,12:15:45,Wednesday,Vishing,KYC Update Required,4450,Google Pay,P2M,txn4744@ybl,txn5257@paytm,Bank of Baroda,Punjab,66+,Female,Student,Android,Yes,Yes,1-6 hours,Yes,Not Recovered,1
TXN305797493516,09-09-2023,09:54:37,Saturday,OTP Sharing,Impersonation of Known Person,6600,Google Pay,P2P,pay7708@ybl,pay9528@okhdfcbank,SBI,Punjab,66+,Male,Salaried Employee,Android,Yes,No,< 1 hour,Yes,Fully Recovered,1
TXN684883194333,24-11-2023,20:39:03,Friday,Fake Collect Request,Investment Scheme,24300,Google Pay,Collect Request,user8578@apl,txn3931@okicici,HDFC Bank,Kerala,56-65,Male,Salaried Employee,iOS,No,No,6-24 hours,Yes,Not Recovered,1
TXN882155962475,28-09-2024,21:15:50,Saturday,Phishing,KYC Update Required,33900,PhonePe,P2P,pay3655@okaxis,user7183@okicici,SBI,Delhi,18-25,Male,Retired,Android,Yes,Yes,1-3 days,Yes,Not Recovered,1
TXN239585263297,01-04-2023,11:33:51,Saturday,QR Code Swap,Refund Processing,19000,BHIM,Collect Request,user4389@okhdfcbank,mb7021@ybl,Punjab National Bank,Delhi,26-35,Male,Homemaker,Android,Yes,No,1-3 days,Yes,Not Recovered,1
TXN633662227618,28-07-2023,16:26:24,Friday,Vishing,Customer Care Impersonation,3300,Google Pay,P2M,acct8640@paytm,txn4353@paytm,Punjab National Bank,Delhi,46-55,Male,Salaried Employee,iOS,No,No,1-3 days,Yes,Not Recovered,1
TXN462291153376,12-08-2023,12:03:15,Saturday,Remote Access Scam,Customer Care Impersonation,28300,PhonePe,P2M,pay6084@apl,pay1181@okhdfcbank,Punjab National Bank,Maharashtra,18-25,Male,Self-employed/Business,Android,Yes,No,6-24 hours,No,Fully Recovered,1
TXN901217515084,28-08-2023,18:35:17,Monday,Phishing,Refund Processing,9250,Google Pay,P2P,mb9289@okhdfcbank,pay7191@ibl,HDFC Bank,Uttar Pradesh,26-35,Male,Student,iOS,Yes,Yes,1-3 days,Yes,Partially Recovered,1
TXN276378107365,05-02-2025,17:46:46,Wednesday,OTP Sharing,Impersonation of Known Person,900,PhonePe,P2P,user5350@paytm,user4589@paytm,SBI,Karnataka,26-35,Male,Self-employed/Business,Android,Yes,No,1-3 days,No,Not Recovered,1
TXN407874428834,17-09-2023,21:31:07,Sunday,Phishing,Job Offer/Part-time Work,3400,BHIM,P2P,mb5018@oksbi,user8108@paytm,IndusInd Bank,Tamil Nadu,66+,Female,Self-employed/Business,iOS,No,Yes,6-24 hours,No,Not Recovered,1
TXN552530608738,04-01-2024,11:32:19,Thursday,QR Code Swap,Job Offer/Part-time Work,16650,PhonePe,Collect Request,acct7869@ibl,txn2329@oksbi,Yes Bank,Karnataka,36-45,Female,Farmer,Android,Yes,No,6-24 hours,Yes,Not Recovered,1
TXN367518341296,14-09-2023,16:59:42,Thursday,Phishing,Impersonation of Known Person,2250,PhonePe,P2P,mb3701@ibl,pay6359@axl,SBI,Rajasthan,46-55,Male,Retired,Android,Yes,No,6-24 hours,No,Under Investigation,1
TXN831678819537,24-06-2023,08:05:50,Saturday,SIM Swap,Digital Arrest Threat,1400,Google Pay,P2M,mb2433@okaxis,pay6075@ibl,SBI,Delhi,18-25,Female,Salaried Employee,Android,No,No,> 7 days,No,Not Recovered,1
TXN872132363439,12-07-2023,05:37:05,Wednesday,Money Mule,Refund Processing,6600,PhonePe,P2P,mb2574@paytm,mb4666@ybl,Canara Bank,Madhya Pradesh,56-65,Female,Student,Android,Yes,No,< 1 hour,No,Not Recovered,1
TXN259419385522,03-05-2023,12:21:42,Wednesday,Phishing,Delivery Agent Scam,8700,Google Pay,P2P,user8355@okicici,pay2203@ybl,HDFC Bank,Uttar Pradesh,36-45,Male,Self-employed/Business,Feature Phone,Yes,Yes,1-6 hours,Yes,Not Recovered,1
TXN303536606385,06-03-2024,17:37:15,Wednesday,OTP Sharing,Loan Offer,2500,Google Pay,P2P,acct8594@axl,txn8366@okicici,IndusInd Bank,Bihar,36-45,Female,Self-employed/Business,Android,No,No,1-6 hours,Yes,Not Recovered,1
TXN300664240999,29-02-2024,18:45:27,Thursday,OTP Sharing,Customer Care Impersonation,99250,Google Pay,Collect Request,acct1629@okaxis,txn6619@ibl,ICICI Bank,Tamil Nadu,46-55,Male,Salaried Employee,Feature Phone,No,No,1-3 days,No,Not Recovered,1
TXN894414943048,11-03-2024,00:30:49,Monday,Fake UPI App,Customer Care Impersonation,6750,Google Pay,P2P,mb9964@ybl,mb8478@okaxis,Axis Bank,Telangana,46-55,Female,Daily Wage Worker,Android,Yes,No,1-6 hours,No,Partially Recovered,1
TXN381662081479,17-01-2024,11:26:37,Wednesday,Fake Collect Request,Impersonation of Known Person,17800,Paytm,P2M,acct5347@okaxis,mb4755@okaxis,Canara Bank,West Bengal,26-35,Male,Salaried Employee,Android,No,No,1-3 days,No,Partially Recovered,1
TXN708430601575,14-11-2023,22:28:15,Tuesday,Vishing,Job Offer/Part-time Work,2300,Google Pay,P2P,txn2898@oksbi,acct6383@okicici,Other,West Bengal,26-35,Female,Student,iOS,No,Yes,1-6 hours,Yes,Not Recovered,1
TXN862538456066,10-10-2024,16:00:43,Thursday,QR Code Swap,Electricity Bill Disconnection,3000,Google Pay,P2P,mb2123@okhdfcbank,pay2989@okaxis,Bank of Baroda,Bihar,18-25,Male,Daily Wage Worker,Android,No,No,1-6 hours,Yes,Not Recovered,1
TXN697813492143,02-12-2023,07:49:50,Saturday,SIM Swap,Customer Care Impersonation,2750,Google Pay,P2M,txn1298@okhdfcbank,user3658@okicici,SBI,Karnataka,26-35,Male,Salaried Employee,Android,Yes,No,< 1 hour,Yes,Partially Recovered,1
TXN352306355987,16-03-2024,09:52:44,Saturday,Fake Collect Request,Delivery Agent Scam,7900,PhonePe,Collect Request,acct8501@axl,txn7043@oksbi,ICICI Bank,Karnataka,56-65,Female,Student,Android,No,No,6-24 hours,No,Not Recovered,1
TXN709868758900,13-05-2023,05:12:00,Saturday,Fake Collect Request,Investment Scheme,1850,Google Pay,Collect Request,txn2962@okaxis,txn5031@ybl,SBI,Bihar,36-45,Male,Student,iOS,Yes,No,6-24 hours,Yes,Not Recovered,1
TXN457707017893,01-10-2024,19:18:02,Tuesday,Fake UPI App,Refund Processing,1100,Google Pay,Collect Request,pay2524@okicici,mb2640@ibl,Yes Bank,Andhra Pradesh,66+,Female,Farmer,Feature Phone,Yes,No,1-6 hours,No,Not Recovered,1
TXN429243172232,26-07-2023,07:16:49,Wednesday,Vishing,Delivery Agent Scam,31000,PhonePe,P2P,user7613@okaxis,txn7884@okhdfcbank,Kotak Mahindra Bank,Tamil Nadu,36-45,Male,Salaried Employee,Feature Phone,Yes,No,6-24 hours,No,Fully Recovered,1
TXN791935869243,02-02-2025,11:47:03,Sunday,Phishing,KYC Update Required,1700,Google Pay,P2P,user8705@oksbi,pay3774@apl,SBI,Karnataka,56-65,Male,Daily Wage Worker,Feature Phone,No,Yes,1-6 hours,Yes,Not Recovered,1
TXN775379444078,01-12-2023,23:00:43,Friday,Fake Collect Request,Electricity Bill Disconnection,5000,PhonePe,P2P,user7884@ybl,mb9153@okaxis,SBI,Madhya Pradesh,26-35,Male,Self-employed/Business,Android,Yes,No,1-6 hours,No,Not Recovered,1
TXN886881838614,27-07-2023,12:12:47,Thursday,Vishing,Prize/Lottery Win,900,PhonePe,P2M,user1225@axl,user6592@oksbi,HDFC Bank,West Bengal,36-45,Female,Salaried Employee,Android,Yes,Yes,1-6 hours,Yes,Under Investigation,1
TXN577917750435,01-07-2024,08:46:41,Monday,SIM Swap,Investment Scheme,35650,PhonePe,P2M,user5130@okaxis,acct8595@okicici,SBI,Kerala,26-35,Male,Salaried Employee,Android,Yes,No,6-24 hours,Yes,Fully Recovered,1
TXN398030335767,02-06-2023,19:53:03,Friday,SIM Swap,KYC Update Required,6650,PhonePe,P2P,pay8870@oksbi,acct3187@okaxis,Kotak Mahindra Bank,Rajasthan,56-65,Male,Student,Android,No,No,1-6 hours,Yes,Not Recovered,1
TXN369765650983,27-11-2023,16:24:14,Monday,Money Mule,Electricity Bill Disconnection,6200,Google Pay,P2P,mb9682@okicici,acct9656@okaxis,Canara Bank,Karnataka,46-55,Male,Salaried Employee,iOS,Yes,No,6-24 hours,Yes,Fully Recovered,1
TXN784926399593,31-08-2023,22:20:49,Thursday,OTP Sharing,Customer Care Impersonation,9650,Google Pay,P2M,pay5012@ibl,user6507@ibl,Bank of Baroda,Uttar Pradesh,36-45,Male,Salaried Employee,Android,Yes,Yes,1-6 hours,No,Partially Recovered,1
TXN908401889043,26-07-2024,18:34:21,Friday,QR Code Swap,KYC Update Required,4300,PhonePe,P2P,pay4579@ibl,user1599@ybl,ICICI Bank,Karnataka,18-25,Female,Homemaker,Android,No,No,< 1 hour,No,Under Investigation,1
TXN867756870798,12-04-2023,21:26:07,Wednesday,Money Mule,Prize/Lottery Win,8700,Google Pay,P2P,user9020@oksbi,acct6418@okhdfcbank,Punjab National Bank,Haryana,18-25,Female,Daily Wage Worker,iOS,Yes,No,1-6 hours,Yes,Not Recovered,1
TXN315646317568,30-06-2023,14:14:59,Friday,Fake Collect Request,KYC Update Required,1950,Google Pay,P2P,pay5833@paytm,user8364@oksbi,Punjab National Bank,Uttar Pradesh,26-35,Male,Salaried Employee,Android,No,No,1-6 hours,No,Not Recovered,1
TXN332604838756,24-12-2024,08:07:46,Tuesday,Social Engineering,Delivery Agent Scam,1800,PhonePe,P2M,user3518@axl,user8120@oksbi,SBI,Madhya Pradesh,46-55,Female,Salaried Employee,Android,Yes,Yes,< 1 hour,No,Not Recovered,1
TXN588744586006,17-03-2025,19:17:45,Monday,Fake Collect Request,Investment Scheme,9350,Paytm,Collect Request,txn6172@ybl,mb4508@okaxis,SBI,Bihar,56-65,Female,Student,Feature Phone,No,No,6-24 hours,Yes,Under Investigation,1
TXN977168903647,18-10-2023,12:24:49,Wednesday,Fake Collect Request,Impersonation of Known Person,44050,PhonePe,P2M,pay4940@okaxis,mb9907@okhdfcbank,SBI,Karnataka,46-55,Female,Daily Wage Worker,Android,Yes,No,6-24 hours,Yes,Partially Recovered,1
TXN188247517418,04-12-2023,14:05:21,Monday,Fake Collect Request,Prize/Lottery Win,1050,PhonePe,Collect Request,txn8551@okicici,txn6532@okaxis,Canara Bank,Uttar Pradesh,18-25,Male,Student,Android,No,No,6-24 hours,Yes,Not Recovered,1
TXN794871874438,04-05-2023,18:49:01,Thursday,SIM Swap,Job Offer/Part-time Work,24150,Google Pay,Collect Request,mb1423@okicici,txn6125@axl,SBI,West Bengal,18-25,Male,Farmer,Android,Yes,No,< 1 hour,No,Partially Recovered,1
TXN654224225564,17-02-2025,08:58:32,Monday,OTP Sharing,Refund Processing,14250,Google Pay,P2M,acct8656@okaxis,user1800@okaxis,Axis Bank,Telangana,36-45,Male,Salaried Employee,iOS,Yes,Yes,1-3 days,No,Not Recovered,1
TXN146083279772,06-02-2025,10:15:24,Thursday,Vishing,Customer Care Impersonation,3500,PhonePe,P2P,mb1645@paytm,user7663@oksbi,Canara Bank,Gujarat,26-35,Male,Farmer,Android,Yes,Yes,1-6 hours,Yes,Not Recovered,1
TXN683751489031,03-12-2023,12:54:39,Sunday,Fake Collect Request,KYC Update Required,5150,Paytm,P2M,user5286@ybl,pay9969@paytm,SBI,Madhya Pradesh,46-55,Female,Daily Wage Worker,iOS,No,No,1-3 days,No,Not Recovered,1
TXN930731714158,23-08-2024,20:15:33,Friday,Phishing,Loan Offer,13100,PhonePe,P2P,pay7033@apl,acct4504@okhdfcbank,Punjab National Bank,Delhi,18-25,Male,Salaried Employee,Android,Yes,Yes,6-24 hours,No,Not Recovered,1
TXN311715401083,12-02-2024,22:16:05,Monday,QR Code Swap,Loan Offer,1300,PhonePe,P2M,user2386@paytm,acct6041@axl,Yes Bank,Maharashtra,66+,Male,Self-employed/Business,Android,No,No,1-6 hours,Yes,Not Recovered,1
TXN417988817193,12-01-2024,20:32:36,Friday,Remote Access Scam,Prize/Lottery Win,5200,Google Pay,P2M,user5773@oksbi,pay4541@oksbi,Other,Madhya Pradesh,46-55,Male,Farmer,Android,No,No,6-24 hours,Yes,Partially Recovered,1
TXN845738923675,29-03-2024,09:33:16,Friday,Fake Collect Request,Electricity Bill Disconnection,29000,PhonePe,P2P,pay9070@oksbi,pay7635@ibl,Axis Bank,Uttar Pradesh,26-35,Male,Homemaker,iOS,Yes,No,6-24 hours,Yes,Not Recovered,1
TXN129293175298,18-11-2023,05:26:54,Saturday,Phishing,Customer Care Impersonation,650,Google Pay,P2P,user2748@ibl,acct2835@apl,ICICI Bank,Haryana,36-45,Male,Self-employed/Business,Android,Yes,Yes,6-24 hours,No,Partially Recovered,1
TXN181853250700,09-08-2023,20:33:59,Wednesday,Phishing,KYC Update Required,7750,PhonePe,Collect Request,txn2161@okhdfcbank,mb5699@okhdfcbank,Bank of Baroda,Rajasthan,46-55,Male,Salaried Employee,Android,No,Yes,6-24 hours,Yes,Not Recovered,1
TXN142665251122,04-10-2024,11:14:25,Friday,Fake Collect Request,Impersonation of Known Person,2100,PhonePe,P2M,txn3130@apl,mb7672@okaxis,Punjab National Bank,Tamil Nadu,46-55,Male,Salaried Employee,Android,Yes,No,6-24 hours,Yes,Not Recovered,1
TXN197098161351,10-04-2024,16:49:50,Wednesday,Vishing,Loan Offer,8250,Google Pay,P2P,user7328@okicici,acct2190@ibl,ICICI Bank,Rajasthan,66+,Female,Daily Wage Worker,iOS,No,Yes,3-7 days,Yes,Fully Recovered,1
TXN224727318468,04-11-2023,08:11:49,Saturday,Phishing,Electricity Bill Disconnection,36650,PhonePe,P2P,pay5980@apl,user9647@paytm,ICICI Bank,Karnataka,26-35,Male,Student,iOS,Yes,Yes,< 1 hour,No,Not Recovered,1
TXN738079504673,16-10-2023,11:15:30,Monday,Fake UPI App,Loan Offer,49150,PhonePe,P2P,user5740@ybl,mb3978@okaxis,SBI,Haryana,18-25,Male,Self-employed/Business,Android,Yes,No,6-24 hours,Yes,Not Recovered,1
TXN424365432448,07-07-2024,23:37:51,Sunday,Phishing,Investment Scheme,21550,Google Pay,Collect Request,pay9769@ibl,mb7293@oksbi,Punjab National Bank,Tamil Nadu,56-65,Male,Student,iOS,No,No,1-3 days,No,Partially Recovered,1
TXN546911844970,29-08-2023,11:06:18,Tuesday,Phishing,KYC Update Required,7550,BHIM,Collect Request,mb1376@apl,acct3539@axl,Canara Bank,Tamil Nadu,46-55,Female,Salaried Employee,iOS,Yes,No,1-3 days,Yes,Partially Recovered,1
TXN931338823148,15-01-2025,08:48:26,Wednesday,Remote Access Scam,Electricity Bill Disconnection,1400,Amazon Pay,P2P,user5664@okaxis,txn7676@okhdfcbank,HDFC Bank,Telangana,26-35,Female,Daily Wage Worker,Android,No,No,6-24 hours,No,Fully Recovered,1
TXN571624956304,24-08-2023,21:36:39,Thursday,QR Code Swap,KYC Update Required,800,PhonePe,P2M,user3387@oksbi,mb6139@ibl,Axis Bank,Uttar Pradesh,46-55,Male,Self-employed/Business,Android,Yes,No,6-24 hours,Yes,Fully Recovered,1
TXN170391448610,02-08-2023,10:12:49,Wednesday,Vishing,Investment Scheme,6950,PhonePe,Collect Request,user2913@axl,mb4310@okhdfcbank,Canara Bank,Tamil Nadu,46-55,Female,Homemaker,Android,No,No,< 1 hour,No,Not Recovered,1
TXN589409048227,23-06-2023,17:52:39,Friday,Vishing,Refund Processing,51650,Google Pay,P2P,acct3353@okaxis,txn4612@ybl,Punjab National Bank,Karnataka,18-25,Male,Self-employed/Business,iOS,Yes,No,6-24 hours,No,Partially Recovered,1
TXN719166659283,02-01-2024,02:31:28,Tuesday,QR Code Swap,Customer Care Impersonation,2650,Google Pay,P2M,mb2094@ybl,user7509@apl,SBI,Karnataka,56-65,Female,Salaried Employee,Android,No,No,1-3 days,No,Partially Recovered,1
TXN186335957518,19-02-2025,14:04:12,Wednesday,Phishing,Refund Processing,2350,Google Pay,P2P,mb3676@okaxis,acct2845@oksbi,Other,Bihar,66+,Male,Student,Android,No,Yes,< 1 hour,No,Not Recovered,1
TXN149436227305,06-06-2024,10:32:42,Thursday,Vishing,Electricity Bill Disconnection,4250,PhonePe,P2P,user8064@ybl,txn1866@oksbi,HDFC Bank,Tamil Nadu,26-35,Male,Salaried Employee,Android,Yes,Yes,3-7 days,Yes,Partially Recovered,1
TXN384298425502,06-07-2024,09:16:53,Saturday,Phishing,Impersonation of Known Person,5900,PhonePe,P2M,mb7879@okicici,mb9947@ibl,SBI,Bihar,56-65,Female,Student,iOS,No,Yes,1-3 days,No,Fully Recovered,1
TXN872173305287,16-08-2024,19:43:38,Friday,QR Code Swap,Prize/Lottery Win,24200,Paytm,Collect Request,mb9922@axl,acct2949@paytm,Bank of Baroda,West Bengal,56-65,Male,Salaried Employee,Android,Yes,No,1-6 hours,No,Partially Recovered,1
TXN825305947908,02-08-2024,17:25:55,Friday,Social Engineering,Refund Processing,3650,PhonePe,P2M,txn1243@ibl,mb8328@okhdfcbank,SBI,Delhi,46-55,Female,Salaried Employee,Android,Yes,Yes,1-6 hours,No,Not Recovered,1
TXN238119005555,04-03-2025,10:36:09,Tuesday,SIM Swap,Electricity Bill Disconnection,6450,PhonePe,P2M,user6421@okaxis,mb4765@apl,SBI,Karnataka,36-45,Male,Homemaker,Android,Yes,No,1-6 hours,No,Not Recovered,1
